,severity_class
10924,modere
3800,leger
11676,leger
19006,leger
6780,leger
16335,leger
5494,leger
14161,severe
17488,modere
14866,modere
12076,modere
14387,leger
2759,modere
4900,severe
13347,leger
12380,modere
12301,modere
8522,leger
4014,severe
16133,modere
9029,leger
8838,leger
13956,leger
7350,modere
3160,leger
340,modere
6065,modere
15316,leger
9297,leger
16269,leger
19131,leger
15207,modere
11171,leger
13514,leger
4334,leger
14529,modere
4649,modere
10393,modere
6152,leger
15654,severe
7082,leger
7966,leger
4038,severe
6642,modere
12337,modere
5136,severe
8124,leger
3926,modere
18138,leger
16289,leger
13447,modere
6467,leger
3980,modere
18185,modere
5242,leger
2706,modere
6854,leger
14085,leger
9032,leger
16118,severe
4220,modere
688,leger
5936,leger
5188,leger
15558,severe
9560,leger
17339,leger
7294,leger
19094,modere
13888,modere
19231,leger
1184,modere
5923,modere
15876,leger
6788,leger
15022,modere
9513,leger
16733,leger
863,modere
13825,leger
15868,modere
19189,leger
19335,leger
13267,modere
6354,modere
8304,modere
12640,leger
10487,leger
3050,leger
17495,severe
5687,severe
11786,modere
12968,leger
9562,leger
7861,leger
8432,modere
18447,leger
14603,leger
4892,leger
5514,leger
14508,modere
7732,leger
8379,leger
1460,severe
4442,leger
7772,modere
5549,severe
11304,leger
12370,leger
15930,modere
662,modere
8183,modere
11445,leger
13419,modere
4021,leger
4467,modere
2631,modere
16002,leger
14325,modere
18346,leger
13718,modere
13389,modere
3102,leger
1444,leger
6321,modere
15675,leger
11940,leger
5617,severe
7786,severe
2259,modere
10583,leger
13573,modere
10905,modere
11084,leger
8526,modere
18675,leger
6380,modere
9479,modere
5648,modere
7006,severe
3482,modere
17066,leger
13280,leger
4930,modere
12486,leger
17790,leger
6618,leger
276,leger
3928,modere
726,modere
3411,modere
2107,leger
2307,leger
3713,modere
17003,modere
9837,severe
4590,leger
11796,leger
6160,leger
15797,leger
8676,leger
15943,leger
11955,leger
13488,leger
11143,modere
4979,leger
12016,modere
3031,leger
9811,leger
3117,leger
18433,leger
12978,leger
11927,leger
18409,leger
17938,modere
16287,leger
16471,severe
16981,modere
10613,leger
3349,modere
9938,leger
7086,leger
11348,leger
3868,leger
6762,leger
3895,leger
4876,modere
2428,modere
7693,leger
13035,severe
11130,modere
4591,leger
3795,modere
19358,leger
15485,modere
14837,leger
6472,leger
19211,severe
1844,leger
17223,leger
15274,modere
13913,modere
14204,modere
4513,leger
8313,severe
5257,modere
3036,modere
98,leger
18786,modere
1277,leger
3941,modere
4051,severe
6348,leger
10580,leger
13511,leger
2109,severe
4957,leger
17755,modere
12988,leger
1131,modere
16669,modere
13297,modere
1068,modere
3652,leger
8080,modere
16427,leger
9271,leger
3235,leger
15343,leger
6479,modere
3870,leger
16496,leger
3466,modere
14292,modere
15986,modere
11883,modere
2170,modere
8369,leger
7939,modere
14888,modere
16693,modere
13440,leger
2845,modere
7666,leger
5491,modere
199,modere
11221,modere
16945,leger
7402,leger
8230,modere
1329,leger
18904,leger
4491,severe
1964,severe
3912,leger
18100,severe
5116,leger
532,leger
17530,modere
645,leger
18743,leger
13518,leger
13015,leger
12916,leger
13238,modere
4557,modere
7136,leger
15422,leger
13519,leger
7250,severe
4535,modere
2086,leger
6982,modere
13103,leger
1909,modere
403,modere
4195,leger
12171,leger
70,modere
13772,leger
12668,leger
8263,leger
5761,modere
12389,leger
7642,modere
3766,modere
11820,leger
6666,leger
3752,leger
757,leger
655,leger
7265,leger
6828,modere
4549,leger
1350,leger
10723,modere
15166,leger
12887,leger
17481,leger
19238,modere
16749,leger
10475,leger
14568,leger
2617,leger
4238,leger
9089,modere
1376,leger
13813,leger
5307,modere
14674,modere
1243,leger
1120,leger
12612,modere
18177,modere
15870,leger
16140,leger
568,leger
11592,leger
10976,modere
17295,leger
8352,leger
18795,leger
9264,leger
11219,modere
2420,modere
5066,modere
3342,modere
15636,modere
5531,leger
9398,modere
13547,modere
1255,leger
8961,modere
17033,leger
3494,modere
4221,severe
17048,leger
7425,leger
13761,leger
16980,modere
19120,leger
18065,modere
12805,leger
13570,leger
7702,modere
9202,leger
9322,leger
2139,modere
10736,leger
13362,modere
7347,modere
4408,modere
5866,leger
8370,leger
7142,modere
11957,leger
16074,modere
3806,modere
14406,leger
16850,modere
12904,leger
16125,leger
11060,leger
19218,leger
10095,severe
2409,leger
16696,leger
18889,leger
5729,modere
2361,modere
11153,modere
10811,leger
7726,severe
9462,severe
4595,leger
1703,leger
7845,leger
13918,leger
869,modere
2856,modere
4186,modere
1362,leger
16578,modere
10032,modere
2542,leger
15637,leger
9061,severe
8901,modere
6012,leger
8308,modere
19077,leger
18893,leger
8616,leger
3889,modere
19079,leger
2530,leger
16247,leger
17259,leger
11491,severe
8097,severe
16260,modere
7414,leger
7201,leger
12397,leger
11577,modere
11044,leger
12114,modere
6902,modere
12004,leger
13457,severe
18069,leger
11497,modere
2275,modere
6249,leger
14641,leger
13686,modere
1106,modere
11870,severe
16918,leger
11760,severe
1526,modere
14970,modere
18364,leger
144,leger
6588,leger
2469,leger
7366,modere
69,leger
12245,leger
16901,leger
12829,leger
6103,modere
4212,severe
11375,leger
9176,modere
9675,leger
11239,modere
13152,leger
1214,modere
1593,leger
18723,leger
6494,leger
10479,leger
955,leger
1025,modere
375,modere
8954,modere
10721,leger
13947,modere
12104,modere
5919,modere
19003,leger
5982,leger
15297,modere
9088,modere
10598,modere
13113,modere
5917,modere
10546,leger
17041,leger
3609,modere
13662,modere
14416,leger
2544,severe
17185,modere
4849,severe
12431,leger
4280,leger
15352,leger
17558,modere
712,leger
4121,leger
13486,leger
10737,modere
16104,severe
7451,modere
2683,leger
5590,modere
11082,leger
7407,modere
7603,modere
4083,modere
9069,leger
1519,leger
3098,modere
10024,leger
2421,modere
9556,modere
13270,modere
11843,severe
8649,modere
17647,leger
12858,leger
5604,severe
10620,leger
3375,modere
19413,modere
17956,modere
16281,modere
12003,leger
7731,leger
18746,leger
12713,leger
17567,leger
7707,severe
1257,modere
18350,modere
16900,severe
8473,leger
15378,leger
7020,leger
3217,modere
939,leger
7665,leger
10225,leger
3552,modere
12906,leger
2573,severe
6212,leger
12646,modere
3455,leger
8372,leger
5697,leger
8270,modere
4319,modere
12531,leger
18161,leger
8772,modere
14038,leger
3862,leger
17748,leger
15351,leger
908,modere
6907,severe
18330,modere
4567,leger
8545,modere
19050,modere
17220,modere
6362,leger
18041,leger
6000,severe
3620,leger
16817,severe
12801,modere
2910,modere
5425,modere
9850,modere
12828,modere
2548,leger
18576,severe
1161,leger
8122,modere
10323,modere
764,leger
1856,leger
3140,leger
17477,modere
3830,modere
18812,leger
11740,leger
3716,modere
12195,leger
4765,modere
9102,leger
13684,modere
17802,leger
3845,modere
1562,leger
5301,modere
458,modere
17037,modere
1011,modere
3993,modere
18027,severe
15335,modere
4576,modere
7856,leger
7695,modere
17256,leger
11081,leger
17464,modere
3530,leger
16604,leger
260,leger
4825,modere
5495,modere
12893,leger
15144,leger
6342,modere
4840,leger
13591,leger
13013,leger
2008,modere
18186,leger
2335,modere
13881,leger
2882,leger
17381,leger
13127,severe
9078,severe
14824,leger
2823,leger
3726,severe
12710,modere
76,leger
7224,modere
6287,leger
17721,leger
8589,modere
925,leger
9110,modere
11126,leger
13550,leger
18760,modere
11757,severe
17633,modere
1698,leger
1996,modere
15520,modere
6449,severe
13834,leger
10386,modere
10065,severe
15116,severe
2091,leger
10817,leger
10561,leger
1989,leger
9402,modere
3654,severe
6130,leger
9071,leger
12609,modere
5190,leger
11425,modere
8752,leger
17288,leger
447,leger
10238,leger
13166,leger
5744,leger
16498,leger
10572,leger
11077,modere
2348,modere
4656,leger
7015,leger
16740,leger
3437,leger
18110,leger
18519,leger
5489,leger
16792,leger
16302,leger
242,modere
325,modere
420,leger
261,modere
643,severe
10746,leger
14685,modere
15611,modere
8978,modere
16334,modere
15220,leger
5023,leger
14031,leger
2932,leger
8277,modere
17625,leger
3018,modere
9163,leger
15371,leger
10186,leger
16999,leger
15038,modere
4838,leger
7483,modere
2119,modere
10730,modere
5110,modere
18527,leger
16220,modere
8223,leger
14855,leger
17639,modere
4517,modere
10429,leger
13449,modere
2062,leger
17519,leger
18126,modere
17759,modere
16135,modere
264,modere
10911,leger
6546,modere
19297,modere
7998,modere
19246,modere
14063,severe
8629,modere
13794,leger
17222,modere
5958,modere
15486,leger
11059,leger
7037,leger
2456,leger
16331,modere
6809,leger
13477,modere
14423,leger
14493,leger
17734,modere
13568,modere
17799,leger
1712,modere
11252,modere
18280,modere
19269,leger
12130,modere
6668,modere
8957,leger
16312,leger
9354,modere
13937,leger
9871,leger
16123,modere
6433,leger
142,leger
15562,modere
5653,modere
12917,leger
3073,severe
17403,severe
12489,leger
5252,leger
11882,modere
5665,modere
11731,leger
17357,modere
10426,leger
15583,leger
7445,modere
19067,leger
2256,leger
16088,leger
15030,leger
18687,severe
6444,modere
3831,leger
16481,leger
3634,leger
11615,leger
15078,modere
11533,leger
18810,leger
19208,modere
6933,modere
4932,leger
9743,leger
4705,modere
9347,leger
14370,severe
6851,modere
1932,leger
1775,leger
8858,modere
16393,modere
8873,modere
3952,severe
4194,severe
11146,leger
18441,leger
17151,modere
9598,severe
10320,modere
9964,leger
15697,modere
7229,leger
4464,leger
11881,modere
12041,severe
5234,leger
11903,modere
312,modere
839,leger
6095,modere
11575,leger
12161,modere
8273,modere
17557,modere
4597,leger
2371,modere
9507,leger
17313,modere
12507,modere
10469,leger
13416,modere
12033,modere
7002,severe
2383,modere
4673,leger
12251,leger
8084,leger
11819,severe
12852,modere
4308,leger
5312,leger
12442,modere
3908,leger
4396,leger
11743,leger
4095,modere
5385,leger
1015,leger
7181,modere
2625,modere
2329,modere
14702,leger
1606,leger
19228,leger
11844,modere
5311,leger
1413,modere
12272,modere
5485,leger
15892,leger
7624,leger
5610,modere
10699,modere
4516,modere
5283,leger
7773,leger
6126,leger
15718,modere
7235,leger
1394,leger
298,leger
16424,leger
4287,leger
4642,modere
6658,leger
1592,leger
15322,leger
15926,modere
18865,leger
14545,leger
15101,leger
7212,leger
5296,modere
13560,severe
2064,leger
2151,modere
17691,leger
8119,leger
8258,leger
12788,leger
5696,leger
5461,leger
2507,leger
1,leger
13971,leger
2499,modere
1393,severe
11982,leger
18028,modere
15826,leger
5280,leger
9135,modere
14023,leger
7369,modere
17241,leger
11503,modere
165,severe
2591,modere
934,severe
18928,modere
2938,leger
12120,severe
347,modere
8267,modere
8347,leger
17067,leger
13001,leger
1181,leger
4133,modere
7871,modere
10445,leger
10559,severe
5236,severe
5372,modere
9978,leger
13603,modere
2941,leger
10881,leger
18936,modere
2954,leger
18772,severe
5467,leger
11421,leger
16875,leger
18602,modere
12058,leger
1370,leger
1561,leger
18159,leger
6756,leger
3535,leger
5825,leger
3156,leger
3166,leger
12320,modere
12939,severe
4184,modere
6193,modere
16370,leger
17887,leger
12641,severe
3585,leger
5411,severe
14948,severe
3249,leger
18245,modere
16998,leger
648,leger
11709,modere
14098,modere
396,leger
17733,modere
5397,leger
13688,leger
14601,leger
14188,modere
19089,modere
944,severe
3461,severe
17941,modere
10562,leger
16080,leger
7370,leger
2541,modere
701,modere
6403,modere
5030,modere
12603,leger
16726,severe
9820,modere
9189,leger
80,modere
17418,modere
19145,leger
16579,modere
8160,modere
16041,modere
18644,leger
14400,modere
8671,modere
19169,modere
15845,leger
19082,leger
10577,severe
13320,leger
4305,leger
4761,leger
4094,leger
3573,modere
16347,leger
5506,leger
281,modere
18079,leger
3824,modere
5777,severe
763,modere
2624,severe
5393,modere
12670,leger
12856,modere
3301,modere
6384,leger
12227,leger
7321,modere
4763,leger
14563,leger
17618,modere
16993,leger
1644,severe
10839,leger
11015,modere
16929,leger
12784,modere
9702,modere
14333,severe
18946,leger
8833,leger
8600,modere
14372,severe
4256,modere
10795,leger
10346,leger
9622,modere
3882,leger
4250,modere
15874,leger
12477,leger
11319,leger
424,leger
1379,leger
19091,leger
13496,leger
155,modere
12884,modere
13414,modere
10277,modere
9669,leger
11165,leger
11780,severe
12618,modere
4402,modere
11528,modere
1468,severe
1558,leger
8484,modere
8590,modere
13653,leger
1898,leger
18556,leger
4141,leger
6197,leger
332,severe
18217,modere
13691,modere
10279,modere
14724,leger
14827,leger
9327,leger
1599,leger
11926,leger
10899,leger
17541,modere
9945,modere
2295,leger
11468,leger
5705,modere
5141,modere
16593,modere
15157,severe
8612,leger
14322,modere
4269,modere
15588,leger
1836,modere
7288,severe
12079,severe
1221,modere
3999,leger
6186,leger
16299,severe
15462,leger
12401,leger
15980,leger
10497,leger
8055,leger
8388,leger
4227,severe
9794,modere
16974,modere
18568,modere
10952,modere
18995,leger
9550,modere
8237,leger
14928,leger
2780,leger
16188,modere
3643,modere
11803,leger
19087,modere
7883,modere
16120,leger
14318,leger
738,leger
14782,modere
620,leger
16024,modere
6280,leger
8436,severe
9011,leger
1854,leger
13202,leger
3326,leger
13465,leger
1314,modere
7946,leger
5262,modere
4546,leger
6622,leger
3903,modere
12055,leger
6913,leger
15392,modere
16102,leger
14550,leger
12815,leger
13716,leger
8711,modere
10489,leger
11040,modere
17942,leger
11729,leger
399,modere
17347,leger
1425,leger
17443,leger
11561,leger
11572,severe
11418,modere
6245,severe
1230,modere
1409,leger
2955,modere
4264,modere
12622,modere
5994,leger
3458,leger
13736,leger
12457,leger
4958,modere
9574,leger
18239,leger
8664,leger
418,leger
2173,leger
13220,leger
7062,modere
1276,leger
16359,leger
1758,leger
2599,modere
4788,modere
7925,leger
7958,leger
3368,severe
11302,leger
2241,modere
1502,leger
3173,modere
9719,leger
16730,leger
9806,leger
14044,modere
15431,modere
17772,leger
9875,modere
15100,modere
12211,modere
14501,leger
5351,modere
14897,modere
6519,modere
2989,modere
9269,severe
391,modere
163,leger
4400,leger
10969,leger
7365,modere
7172,modere
12174,leger
291,leger
14194,leger
3519,modere
10836,modere
15951,modere
2187,modere
5714,modere
3808,leger
1396,severe
15197,leger
4448,leger
1191,leger
12469,leger
17543,leger
2258,severe
13224,modere
13223,modere
2278,leger
4536,modere
9721,leger
2664,leger
16807,modere
2616,modere
4093,modere
13778,leger
10726,modere
8603,leger
4545,modere
4226,severe
890,modere
6766,leger
2265,modere
4012,modere
18550,leger
85,leger
8246,leger
17967,modere
16626,leger
12310,leger
5077,modere
11435,leger
18526,leger
11247,leger
18001,leger
11589,modere
9410,leger
10525,leger
5572,severe
2648,leger
675,modere
7007,modere
2587,leger
12720,severe
4532,leger
5416,modere
2217,leger
15706,leger
83,modere
2785,leger
2628,modere
7023,leger
10752,modere
11456,leger
6905,modere
18843,modere
9459,leger
3187,leger
8912,modere
11382,leger
9139,leger
18117,modere
2112,severe
6256,leger
15498,modere
17529,leger
15629,leger
1271,leger
11458,modere
14935,leger
17853,leger
8839,modere
8015,modere
11631,leger
18404,leger
11648,leger
18930,modere
6670,leger
18193,leger
1200,leger
11687,modere
1446,leger
13644,modere
9696,modere
8690,modere
15123,modere
707,leger
5309,modere
2094,modere
9138,leger
5872,leger
14833,modere
3355,severe
14706,severe
9858,leger
15766,modere
7996,leger
12239,modere
9231,modere
14106,modere
8038,modere
135,leger
10835,modere
4541,leger
17812,leger
12973,severe
4351,modere
9422,modere
13167,leger
17743,leger
5890,leger
4754,leger
3869,leger
16136,modere
6898,severe
4303,modere
7824,leger
2273,severe
12142,modere
10202,modere
14770,modere
3635,modere
175,leger
4523,leger
4049,modere
11519,leger
112,severe
11070,modere
2538,severe
6534,modere
7545,modere
18660,leger
2336,modere
18313,leger
18988,leger
12046,leger
15332,leger
9326,leger
18192,modere
13141,severe
2659,modere
2896,leger
6161,leger
17077,modere
430,leger
5640,modere
14375,leger
2320,modere
7047,modere
10420,leger
1783,modere
8407,leger
1511,modere
19186,severe
7889,modere
9452,modere
364,leger
328,leger
5661,modere
18385,modere
10964,leger
13633,leger
19340,leger
16319,modere
567,modere
7312,leger
18271,leger
4961,modere
5520,severe
8319,severe
13986,modere
11316,modere
8324,modere
5381,modere
18874,leger
16317,leger
12555,leger
336,modere
7287,modere
267,severe
10214,leger
929,modere
10548,leger
8429,modere
13779,modere
13266,leger
15122,leger
6455,leger
5939,modere
18886,severe
4641,leger
9703,modere
3419,modere
10605,leger
18284,modere
9902,leger
1433,modere
25,leger
17509,modere
18272,modere
11722,leger
3201,modere
18440,leger
7752,modere
10876,leger
12322,leger
12849,modere
3014,leger
6139,leger
7383,leger
10698,severe
6893,leger
10805,leger
596,modere
10465,leger
18444,modere
9239,modere
4646,modere
2210,modere
17722,modere
2037,leger
1040,modere
17011,leger
8293,leger
14253,modere
9986,leger
6695,modere
15317,leger
10966,leger
2749,modere
11152,leger
13846,leger
3798,leger
15949,modere
1812,leger
17102,leger
14356,leger
14184,leger
8893,modere
13475,modere
5424,leger
8440,modere
16559,leger
17940,modere
18524,modere
2670,leger
696,leger
